,id,name,url,title,review,sentiment
0,12-tt0094074,Superman IV: The Quest for Peace,https://www.imdb.com/title/tt0094074/,Even Superman couldn't save this one!,"There is a new nuclear arms race underway. Superman is forbidden to interfere with Earth's internal affairs. However a little boy's letter and taunting from the paper's owner David Warfield, Superman decides to make a declaration at the UN to destroy all of the world's nuclear weapons. Lacy Warfield (Mariel Hemingway) is the new woman at the paper who falls for Clark Kent. Meanwhile, nephew Lenny (Jon Cryer) helps spring Lex Luthor (Gene Hackman) from prison work detail. Using a strand of Superman's hair, Lex Luthor creates Nuclear Man.  The movie is pretty boring and even more silly than all the others. There are a lot of problems with the ridiculous nature of this movie. Nephew Lenny is annoyingly silly. The premise of the world politics is stupid. The idea that Superman would reveal his identity and kiss it away just to ease his mind seems wrong. The effects may have actually gotten worst. However the biggest mistake is the idea that Superman would get rid of all the nuclear weapons.  During WWII, Superman never really battle the Nazis or the Japanese directly. It was a matter of Superman not be a God like figure to direct and interfere with mankind's wars. If Superman is to act like God, then the reaction from the earth's political and commercial powers have to act more realistically. This movie is too silly and simplistic dealing with world politics. The whole thing is a wrong idea.",negative
1,5-tt0094074,Superman IV: The Quest for Peace,https://www.imdb.com/title/tt0094074/,The Paradoxical Son...,"Superman IV: The Quest for Peace is a good movie, but it was a failure in my opinion. It was great seeing the Superman cast back together again, including Gene Hackman who we haven't seen since Superman II. This time, Alexander and Ilya Salkind were not producing the movie. Instead, Menaham Golan and Yoram Globus, the owners of Cannon films, were producing. If you ask me, the Salkinds knew how to make a Superman movie better than those two.   In Superman IV, Superman hears the threat of Nuclear War over and over, and so he decides that he will rid the world of every nuclear weapon known to man. At the same time, Lex Luthor has broken out of jail again and this time, his sidekick is his dorky nephew Lenny. The two criminals create a device that they put on one of the nuclear weapons and that ends up creating Nuclear Man. Nuclear Man has the same powers as Superman but, the only difference is that Nuclear Man gets his power from the sun.  
While all of this is going on, The Dailey Planet is being controlled by a tycoon and his daughter who has her eye on Clark Kent.  
So Superman has a big job here: SAVE THE WORLD FROM NUCLEAR DESTRUCTION!  I'm going to say that, anyone who has seen the first three Superman films, then just go ahead and see IV because it would be a shame to not see the film that is last in the series. But, in my opinion, I didn't like it much. I think Alexander & Ilya Salkind would've made a hell of a last movie.",negative
2,4-tt0059466,Monsters Crash the Pajama Party,https://www.imdb.com/title/tt0059466/,"Horrible movie, but great DVD!","Very odd and very short color film that tries as a horror comedy.  There are no opening credits.  The film opens with a man wearing a lab coat with ""Mad Doctor"" on his coat pocket.  He talks to the audience for a while and then we get an announcer read to us who is in the movie, who made it, who edited it, etc while we see a man in a gorilla suit in different settings.  Looks like an amateur film.  Plot concerns a group of sorority pledges who have to spend the night in a haunted house.  The house has a mad doctor, a gorilla, a hunchback, an oriental woman, and a werewolf in the basement.  Whole thing is done in fun with gorilla frequently holding up signs with one word phrases.",positive
3,2-tt0059466,Monsters Crash the Pajama Party,https://www.imdb.com/title/tt0059466/,This film manages to be both fun and amazingly stupid!,"The acting, costumes and dialog for ""Monsters Crash the Pajama Party"" are all quite terrible. In fact, it's one of the cheesiest films of an era known for its cheesy teen movies. But, it still manages to entertain--mostly because it never takes itself seriously and often makes fun of itself. Because of this, the bad film has a genial quality about it that make it goofy fun. Among the best examples is the guy in the gorilla suit. He not only introduces the film but makes commentary using giant signs with words printed on it. Also, as the film is introduced, a bizarre narrator says LOTS of strange and occasionally funny remarks. Another is the mad scientist--who wears a lab coat that says 'Mad Doctor' right on it! Because this film is intentionally bad, I really don't think it's appropriate to give it a numerical score. For those who love the silly monster films of the 1960s, it's well worth seeing. For anyone just wanting to see a good film, then it's definitely one you should skip! Harmless fun.",positive
4,10-tt0112462,Batman Forever,https://www.imdb.com/title/tt0112462/,Better than most people remember.,"While the Batman franchise has been much maligned in recent years due to the disappointing performance of the last live-action film, Forever was second in quality only to the first Bat-film. It added color back into a Gotham that had gotten way too claustrophobic, and brought the tone back to something resembling the comics. Jim Carrey is a scene-stealer and dead on as The Riddler, and Val Kilmer is the perfect Bruce Wayne and Batman. Tommy Lee Jones does a great turn as Two-Face, unfortunately he isn't given enough to do and therefore comes across too cartoony, minus the angst of the character in the comics. One other big complaint is the new score - gone are Danny Elfman's orchestrations.  Elliot Goldenthal's music would have been fine if not for his predecessor. Most people tend to lump this one in the 'lousy' section, it seems, but it was one of the biggest movies of '95 and a very faithful adaption overall. Now if they'd only release the director's cut",positive
5,1-tt0112462,Batman Forever,https://www.imdb.com/title/tt0112462/,Jim Carrey stole the show,"Some people talk about ""the stick of straw that broke the camel's back"", meaning when something reached the tipping point. So when did the Batman franchise go bad? Well, ""Batman Forever"" was getting silly, but it still had Jim Carrey to steal the show as The Riddler (""Batman and Robin"" had about as many good qualities as a barrel of toxic waste). Personally, I don't know why they had to have Batman (Val Kilmer) going through therapy; remove that and he still would have been a cool superhero with neat gadgets. Tommy Lee Jones wasn't bad as Two-Face. Nicole Kidman and Chris O'Donnell, as Dr. Chase Meridian and Robin, respectively, didn't really add anything.  Overall, the point is that when Joel Schumacher took over directing, the franchise went downhill. Part of the problem was that while Tim Burton created an eerie Gotham City that looked like New York in the 1940s, Joel Schumacher created a Gotham City that looked like it was trying too hard to be ""Blade Runner"".  So, the franchise starting getting stale with this one, but Jim Carrey kept the movie from being unwatchable. As Edward Nygma, one of Bruce Wayne's employees, he had some great lines. In the movie, Nygma proposes a device that rests atop TV sets and reads peoples' minds, but Wayne rejects it, considering it too dangerous. Thus, Nygma becomes The Riddler, and he's the best character in the movie.",negative
6,6-tt0118688,Batman & Robin,https://www.imdb.com/title/tt0118688/,Holy Cr**py Movie Batman!!!!!,"This is hands down the worst film ever made in the history of the existence of the universe. There have been some bad films made but this is a travesty. It is hard to believe that money was spent to make this. It could have been used on something else (charity I suppose). I was 12 when I went to see this and it broke my heart. Batman was my favorite comic book and character when I was a kid and this film broke my spirit. The excellence of the Tim Burton/Michael Keaton films are long gone. The dark emotional center and development of the hero and the villains is sidelined for action sequences, action sequences and some more action sequences, some of them incorporating the worst CGI and model work ever seen on film.   The casting itself had to the potential to make a good film. George Clooney could have made a great Batman (square jawed, popular with the ladies), the only thing going against him being that can be too laid back (maybe with a better script he could do the darker material). Uma Thurman is perfect for Poison Ivy. She is a good looking yet quirky actress, but you wouldn't know it by the emphasis on camp context and innuendo in this film. Arnie is maybe a little miscast as Mr Freeze, but he does well getting a chance to use some 'great' puns, but someone who can come across as more evil would  have been better. Then there is Chris O'Donnell and Alicia Silverstone as Robin and Batgirl. Let's just say more charisma can come from a line of fridge freezers with nothing in them. The only decent performance comes from Michael Gough as Alfred, only one of two actors to have appeared in all four films. His performance is wonderful in this otherwise mess of a film.  The blame for this disaster can be laid at the hands of Joel Schumacher. His direction misplaced and his intentions misguided. He may have redeemed himself with Phone Booth, but he will always be the man who destroyed Batman in my eyes.",positive
7,1-tt0118688,Batman & Robin,https://www.imdb.com/title/tt0118688/,"What almost killed the Batman franchise? ""The Ice Age!""","Strangely enough, that's one ice-related pun that Mr.Freeze doesn't use in this film. Though it does adequately describe the movie. What was I thinking, watching Batman & Robin for a third time? Even worse, what was I doing actually starting to enjoy it?  Yes, there's something endearingly awful about a film that fails on almost every technical level. But it wasn't always so. The first two films in the franchise, anchored by the strong, and much undervalued lead of Michael Keaton, were enjoyable pop-art excursions by Tim Burton. The first, still by far the best, allowed Jack Nicholson to ham it up amongst retro stylings and the music of Prince. The second, Batman Returns, was a less successful effort to homage German expressionist cinema, the darkest of the four films, and struggled slightly under the weight of three villains.  The lesson wasn't learnt, and the usage of multiple baddies has been a fixed staple ever since. With the third, Batman Forever, the flat acting of new bat Val Kilmer was coupled with Joel Schumacher's garish direction and Chris O'Donnell's irritating Robin. Akiva Goldsman was now the writer, and any sense of depth had given way to trite puns and disjointed set pieces.  And so it was that everything that was symptomatically flawed with the series was expanded upon and magnified for the fourth, and by far the weakest, instalment. George Clooney has accepted a lot of the blame for this film, a humble admission but unfair. While he's clearly miscast as both Batman and Bruce Wayne, he doesn't give a bad performance per se. Rather, it's his back up that lets the side down. Uma Thurman (am I the only one who doesn't think she's that good-looking?) has a great time overdoing it as Poison Ivy, but she's joined by Arnold Schwarzenegger as Mr. Freeze. Schwarz, not exactly known for his acting skill, is unrecognisable under his costume, so what's the point? He gets to call Batman ""Batunbuuurg"", refers to Robin as ""Buuurd Bouy"" and only has 100 lines in total. The fact that 26% of these lines are lame puns on the word ""ice"" that even a two-year-old would struggle to find funny is even more deplorable. And when you hear Freeze tell Batman ""Yew arr not zending mee too da cooola"" the urge to use the video's ""stop"" button is almost insurmountable.  Bane makes up the trio, a monosyllabic muscleman in a gimp mask. A completely unnecessary addition, he offers nothing to the plot and goes largely forgotten. The introduction of wonky-mouthed Alicia Silverstone as a fatuous Batgirl character is also grating. And why doesn't her costume come fitted with Batnipples like the rest?  Tiny traces of amusement can be gleaned from Ivy's dialogue, with her urges that her ""garden needs tending"" adding some form of adult tone to the humour. However, it's unrelenting innuendo - ""I'll help you grab your rocks"" - does start to wear thin very quickly. I did smile at Batman's cashcard: ""I never leave the cave without it""; and it's also nice to see some small references from other films. Even if it is just a glimpse of the Riddler's costume from Forever, some guards paraphrasing Cobra or some street bystanders dressed as Clockwork Orange Droogs. In fact, the idea of a Batman film as completely OTT comedy send-up may have worked, were the rest of the humour more sophisticated. ""It's the hockey team from Hell""; ""So this is where you hang out""; ""I'll cancel the pizza""; oh, how lame and functional the dialogue is!  The film wraps up with a rather pathetic plot contrivance, and George having to dish out bland platitudes. ""Not all heroes wear masks""; ""to give life... that's true power"". Oh, it really is abominably bad. Batman & Robin exists as a classic example of the Hollywood system folding in under its own weight. However, the universal slating this one got neglects one factor: while the least successful, it still made over $230,000,000 at the box office. I wonder how many people would be satisfied with ""failures"" like that?",positive
8,8-tt0074148,Ape,https://www.imdb.com/title/tt0074148/,I wanted to like it.,"Well, I just had the good fortune to see this movie on the big screen in glorious 3D(although my 3d glasses kept falling off of my regular glasses) and must say that all of the previous posts(with exception of the person who gave it like 9 stars) just did not get this movie and never will. Yes it is bad, terribly bad. Yes the acting sucks etc. Did this detract from my enjoyment of the film? Not a whit. I can imagine that in 2d on a TV the charm could be significantly diminished but in its original 3d glory this is not to ""B"" missed . I cant fathom all of the bad posts from folks who claim to like this genre of movies. I mean look at the godzilla movies that were coming out at this time frame, pure cheese! Yet I love them just the same! If your idea of a giant monster movie is the Hollywood godzilla or the peter jackson king kong then by all means please skip this. If on the other hand you wish peter jackson would take his next million dollars and sink it into a remake of meet the feebles then you might get a few chuckles out of this movie.",negative
9,9-tt0074148,Ape,https://www.imdb.com/title/tt0074148/,King Kong's Korean kousin flips off Army,"The first time I watched this, I was so tired at the time, nothing made sense. This movie was no exception. I didn't even get the chance to finish it, I guess I just fell asleep. Well, I watched it again last night and it STILL doesn't make sense! None at all! It's just far too badly done. There are too many mistakes to list, so i won't even attempt to, all I want to know is if the film makers were serious when they made this movie. Because if they were, I pity them. I could make a better movie and look at me. I'm only 16! Ayy yay yay yay!   One out of many things that really bothered me in this movie was the monster. Now, I got over the whole fact that it is blatantly a man in a monkey suit, but some of the things that stuck around and I couldn't get out of my head were the fact that:  1.) The Ape flipped off the camera! What? Last time I checked, Apes don't intentionally flip off cameras or anybody else for that matter.  2.) At one point when the Ape was stomping a village by a mountain, the Ape was wearing high top tennis shoes. Tennis shoes!!!! No, I'm sorry Mr. Film director, Apes don't wear tennis shoes. Please, if you are going to make a movie, and it involves the portrayal of a wild animal with a human in an animal suit, remember, wild animals don't wear clothing. That's just a little fact of life of which everyone needs to be aware.  This was a terrible movie. But not too terrible in a bad way. It was more terrible in a good, funny way. It was fun to watch, it was easy to make fun of, it was an experience to remember. Movies cannot be made this bad on purpose, they are accidents. Terrible terrible accidents. Accidents like 3-Mile Island or the Jimmy Carter election. They are accidents that should have been prevented through careful evaluation of all people claiming to be film makers. Please, if you ever hear of a movie like this ever being made again, take a bat and start beating in the head of the director. Then take a lighter and some gasoline, and burn down the studio. Then go get a paper shredder and shred the film. Then take the remaining shreds and toss them into the fire at the movie studio. Nothing this bad should ever exist again. Good Day.",positive
