,id,name,url,title,review,sentiment
0,16-tt0094074,Superman IV: The Quest for Peace,https://www.imdb.com/title/tt0094074/,So bad I remember...,"I will not succumb to the temptation of reminding everyone once again how terrible the special effects are and how many times one can see the supporting wires. Instead I will focus on the few good aspects of the movie. Chris Reeve is once again great in being superman and Gene Hackman is an absolute joy to watch as the menacing Luthor with only one thing on his mind ""Destroy superman"". The references to the first two movies e.g.flying sequence with Lois Lane and the well known score remind us of why they were so successful.  I agree with the nonsensical space sequence but not so much with superman moving the moon. It's a comic book movie after all and in the first film he managed to get the earth out of orbit! You know the whole idea of a man flying and being invincible is quite impossible so why don't you pick on that too? In superman's world anything can happen.  However what is painful for me personally is Warner Bros not being bothered to refurbish superman 4 just like Lucas did with the original star wars trilogy(added better sound, new scenes e.g. Hayden Christensen at the end of the return of the Jedi). They could use modern technology and hide the visible wires and improve the flying sequences. I am sure it won't be expensive. Plus why not even restore the 45 minutes of deleted footage? Dick Donner did so in the first film and also later this year a new restored cut of superman 2 is coming out with all the deleted Donner footage. Why not patch up a low budget effort and restore superman's former glory?  For the performances of Reeve, Hackman and the rest of the common superman characters I chose to give this film 5 out of 10 and I hope that one day we will see it patched up.",
1,3-tt0094074,Superman IV: The Quest for Peace,https://www.imdb.com/title/tt0094074/,The Last Nail in the Superman Coffin.,"SUPERMAN IV: THE QUEST FOR PEACE pits the Man of Steel against Nuclear Man, Lex Luther's newest creation while ridding the world of nuclear weapons. This is easily the worst of the SUPERMAN movies, and it was doomed to fail right from the start.  Cut from its original 134-minute version, it is full of plot holes resulting in a movie with some scenes that just don't make any sense, but even with the extra 45 minutes intact, the movie still wouldn't work because the special effects are cheap and ridiculous, and it shows. Unless you are a diehard fan of the Superman genre, this movie should be avoided.  1 out of 5",
2,8-tt0059466,Monsters Crash the Pajama Party,https://www.imdb.com/title/tt0059466/,Buy the DVD,"Monsters Crash the Pajama Party (1965)   1/2 (out of 4)   Long before audience members started acting out The Rocky Horror Picture Show, there were the famous ""Spook Shows"". With these events theaters would show some sort of low-budget horror movie and do a William Castle-like event of having monsters from the screen walking around in the theater scaring those watching the movie. This film has five sorority girls spending the night in a haunted house where an evil doctor and his gorilla assistant are doing nasty experiments. As far as the film goes it's incredibly poorly made, features horrid acting and the so called story is very weak but I guess the events in the movie would make for an interesting spook show. Since I only have the film itself to review then it's not really fair to guess what the spook show crowd would have done but even at thirty-minutes this particular show is hard to get through. I think what really hurts the film is how it starts. There aren't any opening credits and instead we just have a narrator telling us who directed, stars and wrote the film. Okay but we also have the gorilla acting out all the jobs, which is okay I guess but this sequence runs on and on to the point where it just gets boring. The only time I laughed during the film is one sequence where a werewolf jumps out to scare the girls but his pants fall down instead.",
3,4-tt0059466,Monsters Crash the Pajama Party,https://www.imdb.com/title/tt0059466/,"Horrible movie, but great DVD!","Very odd and very short color film that tries as a horror comedy.  There are no opening credits.  The film opens with a man wearing a lab coat with ""Mad Doctor"" on his coat pocket.  He talks to the audience for a while and then we get an announcer read to us who is in the movie, who made it, who edited it, etc while we see a man in a gorilla suit in different settings.  Looks like an amateur film.  Plot concerns a group of sorority pledges who have to spend the night in a haunted house.  The house has a mad doctor, a gorilla, a hunchback, an oriental woman, and a werewolf in the basement.  Whole thing is done in fun with gorilla frequently holding up signs with one word phrases.",
4,10-tt0112462,Batman Forever,https://www.imdb.com/title/tt0112462/,Better than most people remember.,"While the Batman franchise has been much maligned in recent years due to the disappointing performance of the last live-action film, Forever was second in quality only to the first Bat-film. It added color back into a Gotham that had gotten way too claustrophobic, and brought the tone back to something resembling the comics. Jim Carrey is a scene-stealer and dead on as The Riddler, and Val Kilmer is the perfect Bruce Wayne and Batman. Tommy Lee Jones does a great turn as Two-Face, unfortunately he isn't given enough to do and therefore comes across too cartoony, minus the angst of the character in the comics. One other big complaint is the new score - gone are Danny Elfman's orchestrations.  Elliot Goldenthal's music would have been fine if not for his predecessor. Most people tend to lump this one in the 'lousy' section, it seems, but it was one of the biggest movies of '95 and a very faithful adaption overall. Now if they'd only release the director's cut",
5,9-tt0112462,Batman Forever,https://www.imdb.com/title/tt0112462/,Why did they omitted the dark n dystopian look. Jim Carrey did the same overacting what he did in Mask.,"I first saw this with a bunch of school pals in Sterling theatre (South Bombay) in the year 1995. Revisited it recently with my 10 year old nephew.  After having enjoyed both the Keaton's Batman movies on vhs in the late 90s, i was looking forward for the theatrical experience.  While Keaton's movies were dark with gothic style n a dystopian atmosphere, especially Batman Returns was far ahead of its time with a scary villain. Even my 10 year old nephew found the Penguin villain far better n scary than the 2022 version.  Batman Forever ruined the experience with unnecessary comedic elements n lottuva overacting by Jim Carey who did the same stuff what he did in previous year's The Mask.  We have Pat Hingle as Commissioner Gordon.  He played Gordon in the 1989 film Batman and its three sequels. He is one of only two actors to appear in the four Batman films from 1989 to 1997; the other is Michael Gough as Alfred Pennyworth.  In one scene Robin is caught by Two Face while Batman is engaged with The Riddler n then suddenly without any explanation, Robin is shown trapped by The Riddler.",
6,15-tt0118688,Batman & Robin,https://www.imdb.com/title/tt0118688/,How to make the worst movie EVER! In 10 easy steps.,"How did the Batman series begin so well and come to this? OK, none of the films are masterpieces, but this one is insulting. Anyone who paid to see it should join a class action to recover damages against the filmmakers.  Lousy acting from great actors. And some of the worst -- perhaps the worst -- set design ever. The plot is a grab bag, literally. A little of this, a little of that. No particular rationale behind any of it. I would have loved to have been a fly on the wall as the cast watched the film. Every single one must have thought, ""It can't get any worse than this.""  The most amazing thing of all: Director Joel Schumacher has actually been entrusted with directing jobs after this.",
7,1-tt0118688,Batman & Robin,https://www.imdb.com/title/tt0118688/,"What almost killed the Batman franchise? ""The Ice Age!""","Strangely enough, that's one ice-related pun that Mr.Freeze doesn't use in this film. Though it does adequately describe the movie. What was I thinking, watching Batman & Robin for a third time? Even worse, what was I doing actually starting to enjoy it?  Yes, there's something endearingly awful about a film that fails on almost every technical level. But it wasn't always so. The first two films in the franchise, anchored by the strong, and much undervalued lead of Michael Keaton, were enjoyable pop-art excursions by Tim Burton. The first, still by far the best, allowed Jack Nicholson to ham it up amongst retro stylings and the music of Prince. The second, Batman Returns, was a less successful effort to homage German expressionist cinema, the darkest of the four films, and struggled slightly under the weight of three villains.  The lesson wasn't learnt, and the usage of multiple baddies has been a fixed staple ever since. With the third, Batman Forever, the flat acting of new bat Val Kilmer was coupled with Joel Schumacher's garish direction and Chris O'Donnell's irritating Robin. Akiva Goldsman was now the writer, and any sense of depth had given way to trite puns and disjointed set pieces.  And so it was that everything that was symptomatically flawed with the series was expanded upon and magnified for the fourth, and by far the weakest, instalment. George Clooney has accepted a lot of the blame for this film, a humble admission but unfair. While he's clearly miscast as both Batman and Bruce Wayne, he doesn't give a bad performance per se. Rather, it's his back up that lets the side down. Uma Thurman (am I the only one who doesn't think she's that good-looking?) has a great time overdoing it as Poison Ivy, but she's joined by Arnold Schwarzenegger as Mr. Freeze. Schwarz, not exactly known for his acting skill, is unrecognisable under his costume, so what's the point? He gets to call Batman ""Batunbuuurg"", refers to Robin as ""Buuurd Bouy"" and only has 100 lines in total. The fact that 26% of these lines are lame puns on the word ""ice"" that even a two-year-old would struggle to find funny is even more deplorable. And when you hear Freeze tell Batman ""Yew arr not zending mee too da cooola"" the urge to use the video's ""stop"" button is almost insurmountable.  Bane makes up the trio, a monosyllabic muscleman in a gimp mask. A completely unnecessary addition, he offers nothing to the plot and goes largely forgotten. The introduction of wonky-mouthed Alicia Silverstone as a fatuous Batgirl character is also grating. And why doesn't her costume come fitted with Batnipples like the rest?  Tiny traces of amusement can be gleaned from Ivy's dialogue, with her urges that her ""garden needs tending"" adding some form of adult tone to the humour. However, it's unrelenting innuendo - ""I'll help you grab your rocks"" - does start to wear thin very quickly. I did smile at Batman's cashcard: ""I never leave the cave without it""; and it's also nice to see some small references from other films. Even if it is just a glimpse of the Riddler's costume from Forever, some guards paraphrasing Cobra or some street bystanders dressed as Clockwork Orange Droogs. In fact, the idea of a Batman film as completely OTT comedy send-up may have worked, were the rest of the humour more sophisticated. ""It's the hockey team from Hell""; ""So this is where you hang out""; ""I'll cancel the pizza""; oh, how lame and functional the dialogue is!  The film wraps up with a rather pathetic plot contrivance, and George having to dish out bland platitudes. ""Not all heroes wear masks""; ""to give life... that's true power"". Oh, it really is abominably bad. Batman & Robin exists as a classic example of the Hollywood system folding in under its own weight. However, the universal slating this one got neglects one factor: while the least successful, it still made over $230,000,000 at the box office. I wonder how many people would be satisfied with ""failures"" like that?",
8,18-tt0074148,Ape,https://www.imdb.com/title/tt0074148/,Yeah a Giant ape,"This film begins with an obvious toy boat being destroyed by a guy in a cheap gorilla suit--the sort you'd rent for just a few dollars at a costume shop. Then, he proceeds to destroy a bunch of buildings that look even cheaper and sillier than those found in the Japanese giant monster films from Toho Studios! Most of the time, he moves about in super-slow motion and does a whole lot of nothing. And, as he does not much at all, you hear circus-like music. This time, however, the movie is a bit different, as the extras are all Korean AND their command of English is amazingly bad--so bad that it's rather funny to hear some of them stumble over even the simplest words.  Sadly, however, as the movie progresses, you learn that the cheap sets and guy in the gorilla suit and Koreans who can't speak English are the BEST aspects of the film!! That's because the acting is abysmal, the editing was done by a chimp, many scenes featuring screaming Korean peasants went on too long, the music highly inappropriate as well as annoying and the dialog is among the worst I've ever heard. Believe me, Ed Wood couldn't have made a gorilla film any worse than this (including his own BRIDE AND THE MONSTER).  There are unnecessary subplots involving a rather bland-looking actress and her boyfriend as well as a Colonel who is a total idiot (and needs a good haircut to even remotely look military) and curses CONSTANTLY--possibly more than any character in the 1970s. Aside from these stupid subplots, the rest of the film is essentially KING KONG but set in a Korea that is chock-full of crappy sets.  Overall, there really is nothing to recommend this film--unless you really need to see a guy in a gorilla suit flipping off the army (I kid you not--this REALLY happened in the movie). It's so bad, that it's a film almost exclusively for bad movie fans. It's also a great film for Jeff Bridges, Jessica Lange or Dino De Laurentiis to watch so that they can see that by comparison, the poor 1976 KING KONG film is like a Merchant-Ivory production! However, I do NOT recommend that Kim Jong-Il see the film--he might be tempted to nuke South Korea, since they were responsible for this atrocity of a movie!",
9,0-tt0074148,Ape,https://www.imdb.com/title/tt0074148/,Hilarious Korean Monster Film,"This is a great bad movie and many of the scenes are hilarious. If you'd enjoy watching a 60-sec slow-motion scene where a guy in a gorilla costume wrestles an obviously dead shark, thrashing it around and pretending to be in the throes of death, look no further. This whole movie is full of great scenes like that, and if it weren't for an overly drawn out love story subplot, ""A.P.E."" would be a 5-star unintentional comedy. You get a little bit of everything in this South Korean flick: ""Godzilla""-style miniature sets, toy model animals and people, remote control helicopters, firework explosions, and of course, a guy in a gorilla suit. The plot is not important, really, and the film gets right down to brass tacks after about 2-min of backstory. Just know that there is a 35-ft tall ape, and he is going to rampage Korea. Throw in an American actress (Joanna Kerns, of ""Growing Pains"" fame), her reporter boyfriend, and a pair of Army officers bent on killing the beast, and you have ""A.P.E."" The direction and editing are sometimes stunningly inept, resulting in several great ""WTF moments,"" including my favorite when a character is hanging off the outside door of a moving jeep, for seemingly no reason. Anyhow, I could go on forever with this one. As far as bad movies go, ""A.P.E."" is a definite keeper. You are going to get laughs out of this one.",
10,11-tt1316037,Birdemic: Shock and Terror,https://www.imdb.com/title/tt1316037/,i am a bird,"I don't know where to begin this review. It is a film that completely fails at every step of the movie making process. From directing, to acting, to writing, to camera operation, to scene structure, to pacing, to visual effects, to sound editing... The list goes on. I watched birdemic thinking it was a 'deliberately bad so it's funny' kinda movie. It's not. You can see the films director James Nguyan takes himself completely seriously with the global warming message jammed down our throats. I spent the majority of the hour and thirty minute run time laughing in disbelief that this movie exists. It is a film you have to watch, if only to know how to gauge a bad movie in the future. I was just wondering what fundamental error they were going to make next. Overall birdemic is a fascinating piece of work simply because it is truly awful cinema. So terrible that it's unintentionally hilarious. I would absolutely classify it as a must watch.",
11,6-tt1316037,Birdemic: Shock and Terror,https://www.imdb.com/title/tt1316037/,Unbearable,"This is one of my favorite movies of all time. I do not mean that it is a good movie, as it is one of the worst movies ever made. However, the magnitude of this movie's failure makes it a truly original experience. Birdemic Shock and Terror puts your mind in a place between awe and crying from laughter. No other movie, even ones with comparable ratings , can compare to this movie. This movie pulls off awful in such a way that blows your mind. After you watch this movie, you will be left speechless for almost a 1/2 hour just trying to comprehend what you just watched. It is truly a one-of-a-kind experience that I feel everyone should have.",
